Critic,Publication,Review Text,Review Score,Original Score,Date,URL,Movie URL
Ben Pearson,Slashfilm,Tom Cruise Takes Audiences On A Satisfying Trip Back To The Danger Zone.,positive,8/10,"May 12, 2022",https://www.slashfilm.com/847469/top-gun-maverick-review-tom-cruise-takes-audiences-on-a-satisfying-trip-back-to-the-danger-zone/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Edward Douglas,The Weekend Warrior (Substack),"It’s rare when a sequel not only fully exceeds expectations but, at least to me, is just so much better than its predecessor, and that’s the case with Maverick.",positive,9/10,"May 12, 2022",https://edwarddouglas.substack.com/p/top-gun-maverick-review?s=w,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Joey Magidson,Awards Radar,"Top Gun: Maverick is so much better than it arguably has any right to be. One of the year’s best films so far, it’s a sequel that’s an improvement upon the original in nearly every manner.",positive,3.5/4,"May 12, 2022",https://awardsradar.com/2022/05/12/film-review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
EJ Moreno,Flickering Myth,"Top Gun Maverick is the definition of “they don’t make them like this anymore."" A throwback to when summer blockbusters mattered; the perfect mix of heart, spectacle, and action.",positive,3/4,"May 12, 2022",https://youtu.be/3eiG4g4OoBQ,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
David Gonzalez,The Cinematic Reel,"Top Gun: Maverick took my breath away. An adrenaline rush tailor-made for the summer blockbuster season. It gives cinephiles jaw-dropping aerial combat sequences, and packs an emotional punch that makes Top Gun: Maverick the event of the summer.",positive,4/4,"May 12, 2022",https://thecinematicreel.com/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Philip De Semlyen,Time Out,You will want to high five someone on the way out.,positive,4/5,"May 12, 2022",https://www.timeout.com/movies/top-gun-maverick-2021,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Allison Rose,FlickDirect,"Much like Ethan Hunt in the Mission: Impossible movies, Cruise embodies the character of Maverick with all his bravado, insecurities and skeletons.",positive,4.5/5,"May 12, 2022",https://flickdirect.com/movie-review/2791/top-gun-maverick/movie.ashx,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matt Neglia,Next Best Picture,"It's a triumphant example of blockbuster filmmaking, proving that there are still boundaries to be pushed and elements from the past worth preserving.",positive,8/10,"May 12, 2022",https://www.nextbestpicture.com/top-gun-maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rodrigo Perez,The Playlist,"The movie has visceral thrills, massive peril, hard-fought and earned victories, but also captivating romance, searing drama, big emotional stakes, heart, soul, and poignant pathos.",positive,A,"May 12, 2022",https://theplaylist.net/top-gun-maverick-review-tom-cruise-goes-supersonic-in-a-glorious-triumphant-rocket-fueled-blockbuster-20220512/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rohan Patel,ComicBookMovie.com,"Top Gun: Maverick is the must-see cinematic experience of the year! Packed with jaw-dropping aerial sequences, genuine heart, and one of the best performances of Tom Cruise's career, this is the theatrical experience you've been waiting for.",positive,10/10,"May 12, 2022",https://comicbookmovie.com/action/top-gun-maverick-review-tom-cruise-delivers-in-the-must-see-cinematic-experience-of-the-summer-a193728,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jake Cole,Slant Magazine,The film fully surrenders to the grandiose fun that’s marked the best of Tom Cruise’s recent star vehicles and reaffirms Joseph Kosinski as a blockbuster craftsman par excellence.,positive,2.5/4,"May 12, 2022",https://www.slantmagazine.com/film/top-gun-maverick-review-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
