Critic,Publication,Review Text,Review Score,Original Score,Date,URL,Movie URL
Matt Hudson,What I Watched Tonight,"Mixing excellent visuals, a strong story, great performances with the right amount of nostalgia and spectacle, Top Gun: Maverick is one of the best cinematic experiences I’ve had in a long time.",positive,9.5/10,"Jun 10, 2022",https://www.whatiwatchedtonight.co.uk/may-2022,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Danny Leigh,Financial Times,"If this sounds like hokum, it is. But the storytelling too reminds you of the best version of old Hollywood, broad strokes rendered with watchmaker care.",positive,4/5,"Jun 10, 2022",https://www.ft.com/content/d4838608-4e7a-4aee-97a9-5eac95611886,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Marie Asner,Phantom Tollbooth,"The storyline is passable, acting is good, dialogue is fine, and there are some humorous moments.",positive,4/5,"Jun 9, 2022",http://www.tollbooth.org/index.php/current-issue/movie-reviews/2769-top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Robert Roten,Laramie Movie Scope,"Don't confuse this movie with wretched remakes like 'Firestarter' and 'Point Break,' because this one is as good as the original. It has the same strengths and the same weaknesses.",positive,B,"Jun 9, 2022",http://www.lariat.org/AtTheMovies/new/topgun2.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Cory Woodroof,615 Film,"This is stellar. Top Gun: Maverick feels like The Irishman for blockbusters, with the criticism going much more outward than inward. If you’d like to ask Tom Cruise about his opinion on the state of studio filmmaking, here’s your answer.",positive,,"Jun 9, 2022",https://615film.com/the-letterboxd-files-with-cory-volume-2/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jeremy Aspinall,Radio Times,"If you love Top Gun, you'll love Maverick.",positive,3/5,"Jun 8, 2022",https://www.radiotimes.com/movie-guide/b-djoq2m/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Christy Lemire,FilmWeek (LAist),Absolutely thrilling. You truly feel like you're in the plane with Tom Cruise pulling Gs.,positive,,"Jun 7, 2022",https://www.kpcc.org/show/filmweek/2022-05-27/filmweek-top-gun-maverick-the-bobs-burgers-movie-fire-in-the-mountains-and-more,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Wade Major,FilmWeek (LAist),"I'm almost embarrassed to admit how much I liked this... Everything I hated about [the original], I love about this one.",positive,,"Jun 7, 2022",https://www.kpcc.org/show/filmweek/2022-05-27/filmweek-top-gun-maverick-the-bobs-burgers-movie-fire-in-the-mountains-and-more,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Louisa Moore,Screen Zealots,"The film is not without its problems, but it’s a near-perfect master class in giving the people what they want.",positive,,"Jun 7, 2022",https://screenzealots.com/2022/06/04/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Audra Heinrichs,Jezebel,"Sure, the aerial action sequences are cool, but it’s the story, a star-studded cast, and that soundtrack...that makes Maverick the stuff movies should be.",positive,,"Jun 7, 2022",https://jezebel.com/top-gun-maverick-is-shockingly-good-1849024256,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jane Freebury,The Canberra Times (Australia),"With some more to it than hard-driven action, with smart, crisp writing in the right irreverent tone, and with characters of more than a single dimension, this exhilarating legacy sequel sees off a much-vaunted 1980s original that doesn't even come close",positive,4/5,"Jun 7, 2022",https://www.canberratimes.com.au/story/7752375/top-gun-maverick-is-better-than-original/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Eric Francisco,Inverse,"Maverick is truly one for the ages in its deliverance of a distilled summer blockbuster whose thrills are strong enough to inspire highs totally indistinguishable from narcotics. Beware, and welcome to the Danger Zone.",positive,,"Jun 6, 2022",https://www.inverse.com/entertainment/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tara McNamara,Common Sense Media,"Compared to the original, this sequel is 70% less sweaty, 85% less sexy, and 90% more tween appropriate. Top Gun: Maverick is a tale of redemption both for Maverick and for the original film.",positive,4/5,"Jun 6, 2022",https://www.commonsensemedia.org/movie-reviews/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Will DiGravio,Film School Rejects,"Perhaps the most admirable quality of Top Gun: Maverick is that it never pretends to be anything other than what its core audience wants it to be: a thoughtful, finely-crafted action film that will wow audiences with its sounds and images.",positive,,"Jun 6, 2022",https://filmschoolrejects.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ed Whitfield,The Ooh Tray,"Top Gun’s appeal is built on US exceptionalism, on competitive machismo, on bread and butter heroics. The sequel offers it polished and unreconstructed.",positive,,"Jun 6, 2022",http://www.theoohtray.com/2022/06/06/film-review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Edwin Arnaudin,Asheville Movies,"Impressive as the practical effects are, they don’t quite make up for the film's atmospherically thin writing and an ensemble fully on autopilot.",positive,B-,"Jun 5, 2022",https://www.ashevillemovies.com/new/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Michael Ward,Should I See It,Mission Accomplished,positive,4/5,"Jun 5, 2022",https://shouldisee.it/reviews/2022/top-gun-maverick-2022,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matthew Jackson,The Huntsville Item (TX),"It’s a triumph of blockbuster filmmaking, a legacy sequel done right, and one of the most exciting things you’ll find at the movies this summer.",positive,,"Jun 4, 2022",https://www.itemonline.com/living/top-gun-maverick-soars/article_cb3480c0-e12b-11ec-8281-07da0a2da975.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Micheal Compton,Bowling Green Daily News,The sequel is an adrenaline-charged ball of nostalgia that manages to be fan service while building off the original to create a superior film. It’s about as close to the perfect blockbuster as you can get.,positive,B+,"Jun 4, 2022",https://www.bgdailynews.com/news/reviews/top-gun-sequel-soars-to-new-heights/article_751ef127-3c93-5a03-b782-1cda402f577d.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Charlie Smith,Georgia Straight,"The real star of Top Gun: Maverick is the dizzying aerial acrobatics, which are more than worth the price of admission for those not overly concerned about simplistic dialogue, far-fetched reconnections, and a silly plot.",positive,,"Jun 3, 2022",https://www.straight.com/movies/top-gun-maverick-makes-moviegoers-forget-about-covid-inflation-mass-shootings-and-other,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sean Burns,WBUR’s Arts & Culture,"Tom Cruise is going to save the movies, even if it kills him.",positive,,"Jun 3, 2022",https://www.wbur.org/news/2022/05/26/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Michael Calleri,Niagara Gazette,“Top Gun: Maverick” is a better movie than its predecessor. The jet-propelled flying thrills and crisp special effects are infinitely superior. This is high-gloss “Hollywood” entertainment.,positive,,"Jun 3, 2022",https://www.niagara-gazette.com/news/night_and_day/calleri-professor-tom-cruise-reopens-the-top-gun-flight-school/article_d01fbbed-2360-51d8-9636-d9fcc3ae8195.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nick Johnston,Vanyaland,"I hope you have the high-heart-rate alerts on your smartwatch shut off while you’re in the theater for Maverick, because you’re probably going to get a notification every ten or fifteen minutes.",positive,,"Jun 3, 2022",https://vanyaland.com/2022/05/27/top-gun-maverick-review-tony-scott-would-be-proud/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tony Baker,Tony Baker Comedy,It was corny. it was cheesy. It was emotional. It was exciting.,positive,4.5/5,"Jun 3, 2022",https://www.youtube.com/watch?v=A9moN3z4iyc,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ed Halter,4Columns,"A testosterone-heavy entertainment payload...the film succeeds by sticking closely to the formula of its 1986 predecessor, bringing viewers a product that is beautifully polished in its design and blissfully unsophisticated in its worldview.",positive,,"Jun 3, 2022",https://4columns.org/halter-ed/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kent Garrison,Mad About Movies Podcast,The only flaw is that it isn't 7 hours longer.,positive,A+,"Jun 3, 2022",https://madaboutmoviespodcast.com/episodes/2022/6/1/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
John McDonald,Australian Financial Review,Top Gun: Maverick is such a perfect piece of formula filmmaking it’s impossible to dislike.,positive,,"Jun 3, 2022",https://www.johnmcdonald.net.au/2022/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Samuel R. Murrian,Parade Magazine,"Top Gun: Maverick is the perfect American blockbuster. It plays like as much a legacy sequel to the 1986 film as to 40 years of Tom Cruise movies, with the best of what we’ve come to expect from Hollywood’s most consistent star accounted for.",positive,5/5,"Jun 3, 2022",https://parade.com/1385834/samuelmurrian/best-tom-cruise-movies-ranked/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alan French,Sunshine State Cineplex,"Cruise truly believes he can save movie theaters. If he keeps making movies like Top Gun: Maverick, that may not be absurd.",positive,9/10,"Jun 3, 2022",https://sunshinestatecineplex.com/2022/05/27/review-top-gun-maverick-delivers-on-groundbreaking-action-and-decades-of-nostalgia/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Filipe Freitas,Always Good Movies,The spectacular aerial maneuvers of the third act are breathtaking.,positive,4/5,"Jun 3, 2022",https://alwaysgoodmovies.com/reviews/top-gun-maverick-2022,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sarah Knight Adamson,Sarah's Backstage Pass,"A stand-alone classic-- the layered emotional elements added depth and texture to the familiar, beloved characters while paving the way for the next generation",positive,4/4,"Jun 2, 2022",https://sarahsbackstagepass.com/top-gun-maverick-pg-13-%e2%98%85%e2%98%85%e2%98%85%e2%98%85-h360-radio-podcast/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Chris Sawin,Reel Rundown,"With better acting, more emotion, and subtle humor that actually lands, Top Gun: Maverick is a huge improvement over the original film. But the constant need to fly the same flight pattern as the 1986 film is more of a restraint than a fond recollection.",positive,3/5,"Jun 2, 2022",https://reelrundown.com/movies/Top-Gun-Maverick-2022-Review-Dont-Think-Just-Sequel,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matt Conway,Battle Royale With Cheese,"Under the wildly sincere dedication of star Tom Cruise, Maverick trails a vibrant path in blockbuster cinema.",positive,,"Jun 2, 2022",https://battleroyalewithcheese.com/2022/06/top-gun-maverick-the-brwc-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jackie K. Cooper,jackiekcooper.com,"It is a movie movie in the best sense of those words. It has good acting, good storyline, good cinematography, etc. It may have been 36 years since the original; but a couple of generations have been waiting for this & they won't be disappointed.",positive,9/10,"Jun 1, 2022",https://www.youtube.com/watch?v=DF_0aqigMcM,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Bennett Campbell Ferguson,Willamette Week,"After the airless thrills of recent superhero films, Top Gun: Maverick is like a lungful of oxygen, but it has soul to go with its spectacle.",positive,4/4,"Jun 1, 2022",https://www.wweek.com/arts/movies/2022/06/01/your-weekly-roundup-of-new-movies-top-gun-maverick-is-a-monument-to-big-budget-cinema/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dwight Brown,DwightBrownInk.com,"All the visuals glisten, are well composed, perfectly lit and many are bigger than life due to cinematographer Claudio Miranda’s (Life of Pi) penchant for closeups.",positive,3.5/4,"Jun 1, 2022",https://dwightbrownink.com/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Chris Wasser,Sunday Independent (Ireland),This flawed yet irresistible exercise in big-screen nostalgia works hard to keep us entertained.,positive,4/5,"Jun 1, 2022",https://www.independent.ie/entertainment/movies/movie-reviews/top-gun-maverick-will-actually-take-your-breath-away-41695938.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Narayan Liu,CBR,Top Gun: Maverick makes up for the near four-decade wait with stunning aerial performances and one-liners so cheesy you have to love them.,positive,,"Jun 1, 2022",https://www.cbr.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rich Cline,Shadows on the Wall,"With virtually every shot awash in nostalgia, the movie brings such a glut of adrenaline that most fans won't notice how terrible the script is.",positive,3/5,"Jun 1, 2022",http://www.shadowsonthewall.co.uk/22/topgmave.htm,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Renuka Vyavahare,The Times of India,"It has just the right amount of nostalgia, drama and nail biting action to make it worthy of theatrical viewing.",positive,4/5,"Jun 1, 2022",https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/top-gun-maverick/movie-review/91772508.cms,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dann Gire,Chicago Daily Herald,To paraphrase Maverick: Don't think! Just watch.,positive,2.5/4,"Jun 1, 2022",https://www.dailyherald.com/entlife/20220524/visceral-visuals-soaring-soundtrack-flashy-edits-save-flighty-maverick?cid=search,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nandini Ramnath,Scroll.in,"With the element of surprise and wonderment missing the second time round, Top Gun: Maverick settles for a greatest hits approach with a few new tracks thrown in.",positive,,"Jun 1, 2022",https://scroll.in/reel/1024707/top-gun-maverick-review-flights-of-nostalgia,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Susan Kamyab,Irving Television,"What director Joseph Kosinski has done here is no easy feat. He's managed to take the good of the original film and elevate the story and special effects to new heights. ""Top Gun: Maverick"" is one of the best films of the year!",positive,A+,"Jun 1, 2022",https://www.youtube.com/watch?v=gmHhly3rty8,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Noah Gittell,Washington City Paper,"Top Gun: Maverick proves the formula still works, if you have a bright enough star, one who refuses to accept new realities, and will die proving it.",positive,,"Jun 1, 2022",https://washingtoncitypaper.com/article/557146/dizzying-and-dazzling-top-gun-maverick-shines-on-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Achara Kirk,GET Jaby,"They played that nostalgia card really well...It still felt new and fresh, it felt like its own thing.",positive,,"Jun 1, 2022",https://www.youtube.com/watch?v=MskONFvLQio,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jaby Koay,GET Jaby,Surpasses the original...it moved me in ways I was not anticipating.,positive,,"Jun 1, 2022",https://www.youtube.com/watch?v=MskONFvLQio,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jonathan Sim,ComingSoon.net,"This sequel is a marvelous labor of love that doesn’t tread any new, unpredictable ground with its story.",positive,9/10,"Jun 1, 2022",https://www.comingsoon.net/movies/reviews/1221691-top-gun-maverick-review-tom-cruise-fulfills-your-need-for-speed,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Allen Adams,The Maine Edge,"I wouldn’t have thought that we needed another trip into the danger zone, but this film definitely took my breath away.",positive,5/5,"Jun 1, 2022",https://www.themaineedge.com/buzz/movies/top-gun-maverick-flies-even-higher-than-the-original,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tim Brayton,Alternate Ending,It's frankly better than we should have ever hoped for from any action movie summer tentpole in the misbegotten 2020s.,positive,4/5,"Jun 1, 2022",https://www.alternateending.com/2022/05/top-gun-maverick-2022.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dana Han-Klein,We're Watching What?!,"A quintessential summer blockbuster from the days of yore, it does nothing to reinvent the genre, but does prove it's still alive. Tom Cruise is problematic but a dang movie star. Knowledge of the original not required, but definitely recommended.",positive,3.8/5,"Jun 1, 2022",https://podcasts.apple.com/us/podcast/review-top-gun-maverick-prehistoric-planet/id1530270128?i=1000564061338,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nicolás Delgadillo,Knotfest,"To fans that fall into the nostalgia trap (knowingly or otherwise) or others who are here just for some truly spectacular aerial stunts (they are genuinely awesome), the storytelling shortcomings of Top Gun: Maverick probably won’t matter.",positive,,"Jun 1, 2022",https://knotfest.com/series/screen-crusades/top-gun-maverick-flies-on-nostalgia-and-breathtaking-action/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Erick Estrada,Cinegarage,"In matters of the soul, this [film] is Tom Cruise's Mad Max: Fury Road (2005). [Full review in Spanish]",positive,,"May 31, 2022",https://www.patreon.com/posts/top-gun-maverick-66394510,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Randall King,Winnipeg Free Press,"Top Gun: Maverick absolutely lives up to its predecessor, Tony Scott’s streamlined blockbuster/machine from 1986.",positive,3/5,"May 31, 2022",https://www.winnipegfreepress.com/arts-and-life/entertainment/movies/supersonic-sequel-576540252.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jon Winkler,The Young Folks,Cruise is lucky he’s still got pull as his supporting cast nearly outshines him in every scene they share.,positive,6/10,"May 31, 2022",https://www.theyoungfolks.com/review/164908/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Walter Chaw,Film Freak Central,"After the grand flying sequences and explosive finale, the only victory Maverick's won is the faith and love of the people in his life. And that's, all in all, enough.",positive,3.5/4,"May 31, 2022",https://www.filmfreakcentral.net/ffc/2022/05/top-gun-maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Aniruddho Chakraborty,Film Companion,"A definitive, and enthralling piece of cinema that transcends into an experience.",positive,,"May 31, 2022",https://www.filmcompanion.in/reviews/hollywood-review/top-gun-maverick-review-tom-cruise-an-enthralling-ode-to-flight-and-action-cinema/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
TK Burton,Pajiba,"It’s a fast-paced, heady bit of craziness, both on the ground and in the sky, and a worthy addition to the Top Gun name.",positive,,"May 31, 2022",https://www.pajiba.com/film_reviews/top-gun-maverick-is-an-intense-fastpaced-heady-bit-of-craziness.php,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Christopher Machell,CineVue,"A good two-thirds of Top Gun: Maverick is very solid, if unremarkable, but what really gets it off the ground are its top-drawer flight sequences, staged thrillingly by director Joseph Kosinski.",positive,4/5,"May 31, 2022",https://cine-vue.com/2022/05/film-review-top-gun-maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rafael Santisteban,Cinencuentro,"Once again, Tom Cruise feels like a fish in the water – or like a bird in mid-flight, if the term fits. [Full review in Spanish]",positive,,"May 31, 2022",https://www.cinencuentro.com/2022/05/26/top-gun-maverick-tom-cruise-critica/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sebastian Zavala Kahn,Me gusta el cine,"A master class in tension and suspense; an exemplary action film that knows what people enjoyed from the first movie, and knows how to use the language of cinema to give audiences an experience that MUST be seen on the big screen. Full review in Spanish.",positive,4.5/5,"May 31, 2022",https://megustaelcine.com/critica-top-gun-maverick-una-secuela-tardia-pero-espectacular/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Peter Howell,Toronto Star,"It’s the action that sells the popcorn, and this film really delivers on that front, especially when it’s time to put the impossible bombing raid into play.",positive,3.5/4,"May 31, 2022",https://www.thestar.com/entertainment/movies/2022/05/26/here-are-the-top-10-films-at-cannes-2022.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Andy Lea,Daily Express (UK),"The dialogue is sharper, the plot is more gripping, and the vastly improved aerial stunts really do take your breath away.",positive,5/5,"May 31, 2022",https://www.express.co.uk/entertainment/films/1617791/top-gun-maverick-film-tom-cruise-movie,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Emmanuel Noisette,The Movie Blog,Top Gun: Maverick is the total package of what a blockbuster movie should be.,positive,9/10,"May 31, 2022",https://www.themovieblog.com/2022/05/top-gun-maverick-review-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Bill Arceneaux,Moviegoing with Bill,"Spectacular spectacle, with chills and thrills running throughout the body whole. Crying on cue is just part of the ride.",positive,5/5,"May 31, 2022",https://www.moviegoing.rocks/p/topgun2,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Neil Morris,Chatham News + Record (NC),"Unlike its forerunner, which was firmly focused on restless youth, “Top Gun: Maverick” reminds us that life goes on after the final credits.",positive,B+,"May 31, 2022","https://chathamnewsrecord.com/stories/cruise-has-the-right-stuff-in-a-soaring-top-gun-maverick,13407",https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sarah Cartland,Caution Spoilers,"Old relics assemble! A superbly thrilling, witty and crowd-pleasing modern blockbuster, well worth the 36-year wait.",positive,5/5,"May 31, 2022",https://www.cautionspoilers.com/film-reviews/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Bob Grimm,Reno News and Review,A vast improvement over the vapid original.,positive,4/5,"May 30, 2022",https://renonr.com/2022/05/30/top-top-gun-the-much-delayed-maverick-offers-masterful-action-with-surprising-depth/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matthew Bond,The Mail on Sunday (UK),"Top Gun: Maverick is better than the original, one of the best sequels I’ve ever seen and, quite simply, one of the best action movies ever.",positive,5/5,"May 30, 2022",https://www.dailymail.co.uk/home/event/article-10848813/Top-Gun-Maverick-review-joins-ranks-one-greatest-action-movies-time.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tony Black,Cultural Conversation,"There will be enormous replay value in Top Gun: Maverick, a film one senses will rank among not just the best sequels or legacyquels, but perhaps one of the finest populist American pictures of the decade.",positive,4/5,"May 30, 2022",https://culturalconversation.co.uk/2022/05/30/top-gun-maverick-is-heartfelt-old-fashioned-joyous-blockbuster-filmmaking-film-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Maxance Vincent,Cultured Vultures,"...one of the rare sequels that improves upon every single flaw the original had, and more than exceeds expectations in the process.",positive,10/10,"May 30, 2022",https://culturedvultures.com/top-gun-maverick-review-a-one-of-a-kind-summer-blockbuster/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rohan Naahar,The Indian Express,"A meta monument to the myth of Tom Cruise, the best action blockbuster since Mission Impossible Fallout.",positive,,"May 30, 2022",https://indianexpress.com/article/entertainment/hollywood/top-gun-maverick-is-a-meta-monument-to-tom-cruise-7940897/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Candice McMillan,Seattle Refined,"Leaves behind any sticky realities of the modern era and attempts to capsulize the romanticism so characteristic of 80s blockbuster cinema ... The meat of Top Gun: Maverick is a juicy, adrenaline-pumping good time.",positive,,"May 30, 2022",https://seattlerefined.com/lifestyle/review-top-gun-maverick-is-worth-the-36-year-wait,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sarah Marrs,Lainey Gossip,"Top Gun: Maverick is the kind of film that will make you cheer in theaters, but it should also withstand the test of time, just as Top Gun has.",positive,,"May 30, 2022",https://www.laineygossip.com/review-top-gun-maverick-starring-tom-cruise-viscerally-thrilling-electrifying-piece-of-action-cinema/71035,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sarah Manvel,Critic's Notebook,"Under the thrill of genuine stuntwork and the pleasure of being able to relax into a story we already know, audiences won’t mind that the film’s sensations are only based on what used to get us off.",negative,,"May 29, 2022",https://www.criticsnotebook.com/2022/05/top-gun-maverick-movie-review-tom-cruise-miles-teller-jennifer-connelly-jon-hamm-glen-powell.html#more,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sean P. Means,The Movie Cricket,"The tag-teamed script — where, I’m guessing, Cruise’s go-to screenwriter Christopher McQuarrie had a big influence — deepens Maverick’s emotional stakes, and those of the other pilots, in ways the first movie never could.",positive,3.5/4,"May 29, 2022",https://moviecricket.net/blog/2022/5/26/review-top-gun-maverick-benefits-from-the-technological-and-screenwriting-improvements-since-the-80s,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kathia Woods,Cup of Soul,Top Gun: Maverick is exactly what audiences want when it comes to a theater movie,positive,8/10,"May 29, 2022",https://www.cupofsoulshow.com/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Aaron Neuwirth,We Live Entertainment,"Following up a movie so iconic to audiences with a sequel that is, in many ways, better than the original is no small feat.",positive,8/10,"May 29, 2022",https://weliveentertainment.com/we-live-entertainment/about-we-live-entertainment/top-gun-maverick-review-tom-cruise-soars-high-hard-deck/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Andrew Kendall,Stabroek News,There’s a sharper movie trapped somewhere inside the thrill of the spectacle; one that actually engages with the supporting cast and one that explores how Maverick's unchanging nature may be something to critique and evaluate rather than blindly yield to.,negative,,"May 29, 2022",https://www.stabroeknews.com/2022/05/29/sunday/reel-encounters/mission-immutable/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mark Kermode,Observer (UK),"An eye-popping blockbuster that, for all its daft macho contrivances, still manages to take your breath away, dammit.",positive,4/5,"May 29, 2022",https://www.theguardian.com/film/2022/may/29/top-gun-maverick-review-tom-cruise-joseph-kosinski,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Christopher Cross,Tilt Magazine,"A somehow-superior sequel to a classic film without feeling indebted to calling back every moment, Top Gun: Maverick manages to be a profound addition to its predecessor while also being a tremendous film in its own right.",positive,4.5/5,"May 29, 2022",https://tilt.goombastomp.com/film/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Lauren Bradshaw,Fangirl Freakout,"Top Gun: Maverick is better than its predecessor. From the rumble of the jet engines, to the amazing cockpit and fighter aircraft scenes, if you don’t see this film in an IMAX theater, you are doing yourself and the film a huge disservice",positive,A,"May 28, 2022",https://fangirlfreakout.com/2022/05/26/review-interview-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
David Lynch,KENS 5 TV (San Antonio),"These are simple pleasures, yes, but in the moment they also feel like rarities. There might be no movie star better equipped to revitalize them than Cruise.",positive,,"May 28, 2022",https://www.kens5.com/article/entertainment/movies/screen-test/top-gun-maverick-review-movie-tom-cruise-action-miles-teller/273-cffea305-6166-4f49-a4e5-8e16d19babb2,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Susan Granger,SSG Syndicate,Credit Tom Cruise's convincing performance for evoking genuine emotional involvement and -at his insistence - there are no green screen or CGI aerial shots - resulting in a kinetic sequel that excels the original.,positive,10/10,"May 28, 2022",https://www.susangranger.com/?p=14046,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nathalia Aryani,The MovieMaven,"Tom Cruise's return to the danger zone will take your breath away. Family and friendship. Bravado and bond. Heroism and sacrifice. Tremendously thrilling with nostalgic poignancy, it's the ultimate love note to aviation and unifying, soaring blockbuster.",positive,,"May 28, 2022",https://sdmoviemaven.blogspot.com/2022/05/top-gun-maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
MaryAnn Johanson,Flick Filosopher,"With its melancholy regret and bittersweet nostalgia, this is far superior to the 1986 blockbuster. But as the sun goes down on American imperialism here, the last-gasp celebration of it unsettles.",positive,3/5,"May 28, 2022",https://www.flickfilosopher.com/2022/05/top-gun-maverick-movie-review-were-well-into-the-danger-zone.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
James Berardinelli,ReelViews,Top Gun: Maverick is one of those rare breeds: a sequel that’s better than the original.,positive,3/4,"May 28, 2022",https://www.reelviews.net/reelviews/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Bob Chipman,Moviebob Central,"Call this one: ""The Air Force Awakens"" ...and then apologize for not recognizing that 'Top Gun' is technically about NAVY Fighter Pilots.",positive,7/10,"May 28, 2022",https://www.youtube.com/watch?v=Uuqz6pNvmKg,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Raúl Álvarez,El antepenúltimo mohicano,"At times, exceptional. [Full Review in Spanish]",positive,3.5/5,"May 28, 2022",https://www.elantepenultimomohicano.com/2022/05/critica-top-gun-maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
